Report runtime: June 11th 242024, 4:42:22 pm,,,,,,The Port Authority of New York and New Jersey
User: aanantharajah,,,,,,,TRN-201 Transaction Research
 
Parameters for this report
Plazas: All,Lanes: All,Lane State: All,Special/Escort: All,Charged Class: All,Tag Class: All,Tag Agency: All,Tag: None,AVC Class: All,Speed: All,Mismatch Flag: All,Plan Type: All,Recon Type: All,Revenue Type: All,Plate State: All,Plate: None,Plate Type: All,Hide/Show Plate Data Column: Hide,Start Date: 06/11/2024,Start Time: 12:00 pm,End Date: 06/11/2024,End Time: 3:00 pm,Recon Code: All,Hot List Reason: All,Transaction Flag: All,Resolution: All,Single Tag Only: No,Flush Converted Only: No,Tag Protocols: All

Transaction Research
,,,,,,,Lane Config,,,,Transaction,,,,,,Tag,,,,,,Class,,,,Axles,,,,,,,,,,Revenue,,,,,,Hot List,,Processing,,,,,ATRN File,,,,,,,Reconciliation,,,,
LT,4,06/11/2024 12:49:35.950,06/11/2024 12:49:35.875,6,x,x,O,U,U,Y,1547960515,Norm,N,Y,1,32,022-15839747,V, ,Y,IAG,11, ,1,72, , ,N,2, ,164,183,499,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:49:39.105,06/11/2024 12:49:38.980,6,x,x,O,U,U,Y,1547960536,Norm,N,Y,1,34,005-04823883,V, ,Y,IAG,16, ,1,72, , ,N,2, ,162,170,483,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:49:43.196,06/11/2024 12:49:42.886,6,x,x,O,U,U,Y,1547960564,Norm,N,Y,1,28,004-13027924,U, ,N,IAG,24, ,1,72, , ,N,2, ,252,194,607,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:49:54.905,06/11/2024 12:49:54.687,6,x,x,O,U,U,Y,1547960659,Norm,N,Y,1,38,004-12993024,V, ,Y,IAG,10, ,1,72, , ,N,2, ,186,194,598,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:50:01.883,06/11/2024 12:50:01.713,6,x,x,O,U,U,Y,1547960724,Norm,N,Y,1,28,008-14454165,V, ,Y,IAG,20, ,1,266, , ,N,2, ,172,190,482,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:50:03.668, ,6,x,x,O,U,U,Y,1547962422,Norm,N,Y,1,27,-, , , ,-, , , , , , ,N, , ,187,200,598,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:50:05.711, ,6,x,x,O,U,U,Y,1547962466,Norm,N,Y,1,23,-, , , ,-, , , , , , ,N, , ,204,191,593,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:50:07.810,06/11/2024 12:50:07.562,6,x,x,O,U,U,Y,1547960745,Norm,N,Y,1,26,008-16629589,V,C,Y,IAG,20, ,1,72, , ,N,2, ,136,173,468,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:50:09.794,06/11/2024 12:50:09.607,6,x,x,O,U,U,Y,1547960757,Norm,N,Y,1,27,022-08413978,V, ,Y,IAG,29, ,1,72, , ,N,2, ,170,183,511,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:50:11.768,06/11/2024 12:50:11.535,6,x,x,O,U,U,Y,1547960765,Norm,N,Y,1,25,008-08418517,V, ,Y,IAG,22, ,1,72, , ,N,2, ,179,207,466,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:50:15.927,06/11/2024 12:50:15.610,6,x,x,O,U,U,Y,1547960806,Norm,N,Y,1,26,022-13533541,V, ,Y,IAG,26, ,1,264, , ,N,2, ,205,205,566,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:50:17.698, ,6,x,x,O,U,U,Y,1547962561,Norm,N,Y,1,25,-, , , ,-, , , , , , ,N, , ,136,187,515,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:50:19.278,06/11/2024 12:50:19.091,6,x,x,O,U,U,Y,1547960842,Norm,N,Y,1,25,022-16220119,B, ,Y,IAG,28, ,1,72, , ,N,2, ,164,205,510,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:50:21.057, ,6,x,x,O,U,U,Y,1547962587,Norm,N,Y,1,22,-, , , ,-, , , , , , ,N, , ,201,204,641,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:50:22.539,06/11/2024 12:50:22.319,6,x,x,O,U,U,Y,1547960875,Norm,N,Y,1,22,005-03301222,I, ,N,IAG,32, ,1,72, , ,N,2, ,135,177,470,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:50:24.571,06/11/2024 12:50:24.283,6,x,x,O,U,U,Y,1547960899,Norm,N,Y,1,21,005-03086629,V, ,Y,IAG,40, ,1,72, , ,N,2, ,171,191,520,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:50:31.343,06/11/2024 12:50:31.103,6,x,x,O,U,U,Y,1547960935,Norm,N,Y,1,27,008-12587188,V, ,Y,IAG,9, ,1,72, , ,N,2, ,182,187,582,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:50:32.760,06/11/2024 12:50:32.509,6,x,x,O,U,U,Y,1547960947,Norm,N,Y,1,26,005-03399144,V, ,Y,IAG,22, ,1,72, , ,N,2, ,170,196,533,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:50:34.470,06/11/2024 12:50:34.311,6,x,x,O,U,U,Y,1547960958,Norm,N,Y,1,24,005-04556868,B, ,Y,IAG,28, ,1,72, , ,N,2, ,170,203,491,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:50:51.330,06/11/2024 12:50:51.144,6,x,x,O,U,U,Y,1547961055,Norm,N,Y,1,34,022-14248833,I, ,N,IAG,20, ,1,72, , ,N,2, ,167,206,514,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:50:56.380,06/11/2024 12:50:56.198,6,x,x,O,U,U,Y,1547961089,Norm,N,Y,1,27,005-04508295,V, ,Y,IAG,23, ,1,72, , ,N,2, ,136,181,495,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:50:58.241,06/11/2024 12:50:58.059,6,x,x,O,U,U,Y,1547961103,Norm,N,Y,1,26,010-04817793,V, ,Y,IAG,24, ,1,72, , ,N,2, ,157,184,464,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:51:01.713, ,6,x,x,O,U,U,Y,1547962912,Norm,N,Y,1,24,-, , , ,-, , , , , , ,N, , ,185,203,530,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:51:03.549,06/11/2024 12:51:03.363,6,x,x,O,U,U,Y,1547961139,Norm,N,Y,1,22,005-04190040,V,S,Y,IAG,33, ,1,72, , ,N,2, ,138,182,491,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:51:05.858, ,6,x,x,O,U,U,Y,1547962956,Norm,N,Y,1,21,-, , , ,-, , , , , , ,N, , ,173,195,534,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:51:08.920,06/11/2024 12:51:08.697,6,x,x,O,U,U,Y,1547961176,Norm,N,Y,1,21,022-09833756,U, ,N,IAG,2, ,1,72, , ,N,2, ,184,190,595,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:51:10.545, ,6,x,x,O,U,U,Y,1547962991,Norm,N,Y,1,19,-, , , ,-, , , , , , ,N, , ,229,197,572,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:51:12.442, ,6,x,x,O,U,U,Y,1547962996,Norm,N,Y,1,20,-, , , ,-, , , , , , ,N, , ,187,204,610,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:51:14.296,06/11/2024 12:51:14.068,6,x,x,O,U,U,Y,1547961208,Norm,N,Y,1,22,022-09238593,V, ,Y,IAG,39, ,1,72, , ,N,2, ,171,185,511,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:51:17.397,06/11/2024 12:51:17.106,6,x,x,O,U,U,Y,1547961340,Norm,N,Y,1,19,008-11749063,V, ,Y,IAG,43, ,1,72, , ,N,2, ,188,199,510,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:51:20.669, ,6,x,x,O,U,U,Y,1547963071,Norm,N,Y,1,22,-, , , ,-, , , , , , ,N, , ,147,179,541,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:51:24.971,06/11/2024 12:51:24.728,6,x,x,O,U,U,Y,1547961377,Norm,N,Y,1,30,004-08529364,V, ,Y,IAG,23, ,1,202, , ,N,2, ,187,222,604,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:51:31.513, ,6,x,x,O,U,U,Y,1547963142,Norm,N,Y,1,33,-, , , ,-, , , , , , ,N, , ,138,175,458,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:51:33.544,06/11/2024 12:51:33.416,6,x,x,O,U,U,Y,1547961454,Norm,N,Y,1,30,008-15629018,V, ,Y,IAG,24, ,1,72, , ,N,2, ,157,190,482,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:51:38.408,06/11/2024 12:51:38.294,6,x,x,O,U,U,Y,1547961504,Norm,N,Y,1,22,008-10484684,V, ,Y,IAG,31, ,1,72, , ,N,2, ,155,188,464,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:51:40.422, ,6,x,x,O,U,U,Y,1547963205,Norm,N,Y,1,23,-, , , ,-, , , , , , ,N, , ,173,170,560,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:51:42.956,06/11/2024 12:51:42.767,6,x,x,O,U,U,Y,1547961529,Norm,N,Y,1,25,008-13705918,V,C,Y,IAG,19, ,1,72, , ,N,2, ,156,177,493,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:51:45.147,06/11/2024 12:51:44.966,6,x,x,O,U,U,Y,1547961544,Norm,N,Y,1,23,008-10963422,V, ,Y,IAG,4, ,1,72, , ,N,2, ,164,202,527,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:51:45.147,06/11/2024 12:51:44.871,6,x,x,O,U,U,Y,1547961544,Norm,N,Y,1,23,008-15525660,V,S,N,IAG,27, ,1,72, , ,N,2, ,164,202,527,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:51:48.052,06/11/2024 12:51:47.917,6,x,x,O,U,U,Y,1547961561,Norm,N,Y,1,28,008-13924860,V,SC,Y,IAG,27, ,1,72, , ,N,2, ,161,186,482,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:51:49.296,06/11/2024 12:51:49.116,6,x,x,O,U,U,Y,1547961572,Norm,N,Y,1,28,004-13235930,V, ,Y,IAG,17, ,1,72, , ,N,2, ,162,177,469,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:51:51.528,06/11/2024 12:51:51.381,6,x,x,O,U,U,Y,1547961596,Norm,N,Y,1,30,008-14231145,V, ,Y,IAG,22, ,1,72, , ,N,2, ,166,180,438,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:51:57.274,06/11/2024 12:51:57.120,6,x,x,O,U,U,Y,1547961638,Norm,N,Y,1,28,008-10462405,V,C,Y,IAG,23, ,1,72, , ,N,2, ,169,184,535,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:52:31.060,06/11/2024 12:52:30.932,6,x,x,O,U,U,Y,1547961855,Norm,N,Y,1,40,008-11920458,V,S,Y,IAG,6, ,1,72, , ,N,2, ,178,173,540,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:52:40.419,06/11/2024 12:52:40.239,6,x,x,O,U,U,Y,1547961927,Norm,N,Y,1,30,005-03562097,V,S,Y,IAG,26, ,1,72, , ,N,2, ,145,173,518,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:52:43.952, ,6,x,x,O,U,U,Y,1547963839,Norm,N,Y,1,26,-, , , ,-, , , , , , ,N, , ,133,183,512,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:52:58.428, ,6,x,x,O,U,U,Y,1547963940,Norm,N,Y,1,24,-, , , ,-, , , , , , ,N, , ,247,203,553,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:53:01.766, ,6,x,x,O,U,U,Y,1547963955,Norm,N,Y,1,27,-, , , ,-, , , , , , ,N, , ,207,185,572,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:53:04.020,06/11/2024 12:53:03.818,6,x,x,O,U,U,Y,1547962438,Norm,N,Y,1,24,005-03063455,V, ,Y,IAG,28, ,1,72, , ,N,2, ,141,197,488,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:53:06.492, ,6,x,x,O,U,U,Y,1547963988,Norm,N,Y,1,24,-, , , ,-, , , , , , ,N, , ,168,203,517,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:53:10.525,06/11/2024 12:53:10.225,6,x,x,O,U,U,Y,1547962505,Norm,N,Y,1,22,022-09720120,V, ,Y,IAG,22, ,1,200, , ,N,2, ,179,178,508,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:53:12.388,06/11/2024 12:53:12.124,6,x,x,O,U,U,Y,1547962526,Norm,N,Y,1,21,008-11066935,V, ,Y,IAG,28, ,1,72, , ,N,2, ,143,181,540,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:53:14.809,06/11/2024 12:53:14.625,6,x,x,O,U,U,Y,1547962541,Norm,N,Y,1,21,086-00200431,V, ,Y,IAG,37, ,1,72, , ,N,2, ,162,186,481,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:53:17.943, ,6,x,x,O,U,U,Y,1547964092,Norm,N,Y,1,20,-, , , ,-, , , , , , ,N, , ,162,207,826,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:53:19.335,06/11/2024 12:53:19.197,6,x,x,O,U,U,Y,1547962580,Norm,N,Y,1,21,022-12598411,V, ,Y,IAG,31, ,1,72, , ,N,2, ,139,192,507,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:53:21.295,06/11/2024 12:53:21.172,6,x,x,O,U,U,Y,1547962595,Norm,N,Y,1,20,022-10897715,V,C,Y,IAG,37, ,1,72, , ,N,2, ,137,196,500,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:53:23.268,06/11/2024 12:53:23.026,6,x,x,O,U,U,Y,1547962623,Norm,N,Y,1,20,004-09510366,V, ,Y,IAG,30, ,1,72, , ,N,2, ,142,190,502,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:53:25.609,06/11/2024 12:53:25.336,6,x,x,O,U,U,Y,1547962639,Norm,N,Y,1,23,005-04551210,V, ,Y,IAG,29, ,1,72, , ,N,2, ,141,183,499,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:53:31.575,06/11/2024 12:53:31.310,6,x,x,O,U,U,Y,1547962678,Norm,N,Y,1,31,022-12341611,V,C,Y,IAG,21, ,1,72, , ,N,2, ,155,198,444,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:53:58.127,06/11/2024 12:53:57.964,6,x,x,O,U,U,Y,1547962879,Norm,N,Y,1,29,005-03237927,I, ,N,IAG,26, ,1,72, , ,N,2, ,140,178,495,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:54:00.173,06/11/2024 12:54:00.002,6,x,x,O,U,U,Y,1547962897,Norm,N,Y,1,28,008-14327115,U, ,N,IAG,31, ,1,72, , ,N,2, ,183,185,516,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:54:01.657,06/11/2024 12:54:01.407,6,x,x,O,U,U,Y,1547962911,Norm,N,Y,1,26,022-13563250,V, ,Y,IAG,28, ,1,264, , ,N,2, ,203,188,547,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:54:02.957,06/11/2024 12:54:02.709,6,x,x,O,U,U,Y,1547962922,Norm,N,Y,1,27,008-10113908,V, ,Y,IAG,29, ,1,72, , ,N,2, ,174,192,484,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:54:04.048,06/11/2024 12:54:03.717,6,x,x,O,U,U,Y,1547962930,Norm,N,Y,1,26,008-09203796,V, ,Y,IAG,28, ,1,266, , ,N,2, ,205,199,550,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:54:06.141,06/11/2024 12:54:05.917,6,x,x,O,U,U,Y,1547962955,Norm,N,Y,1,24,008-14993023,B,C,Y,IAG,24, ,1,72, , ,N,2, ,171,211,490,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:54:07.800,06/11/2024 12:54:07.586,6,x,x,O,U,U,Y,1547962973,Norm,N,Y,1,23,008-10720509,V,S,Y,IAG,38, ,1,72, , ,N,2, ,172,182,498,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:54:11.373, ,6,x,x,O,U,U,Y,1547964522,Norm,N,Y,1,23,-, , , ,-, , , , , , ,N, , ,244,205,556,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:54:13.688,06/11/2024 12:54:13.487,6,x,x,O,U,U,Y,1547963003,Norm,N,Y,1,22,026-01234058,V, ,Y,IAG,36, ,1,72, , ,N,2, ,161,187,508,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:54:15.551,06/11/2024 12:54:15.282,6,x,x,O,U,U,Y,1547963018,Norm,N,Y,1,20,008-16034042,V, ,Y,IAG,40, ,1,72, , ,N,2, ,178,176,478,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:54:17.845,06/11/2024 12:54:17.644,6,x,x,O,U,U,Y,1547963053,Norm,N,Y,1,16,004-10096525,V, ,Y,IAG,46, ,1,72, , ,N,2, ,166,182,496,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:54:21.534,06/11/2024 12:54:21.234,6,x,x,O,U,U,Y,1547963082,Norm,N,Y,1,20,008-15899647,V, ,N,IAG,14, ,1,72, , ,N,2, ,155,188,494,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:54:21.534,06/11/2024 12:54:21.241,6,x,x,O,U,U,Y,1547963082,Norm,N,Y,1,20,008-11701307,V, ,Y,IAG,2, ,1,72, , ,N,2, ,155,188,494,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:54:30.600,06/11/2024 12:54:30.429,6,x,x,O,U,U,Y,1547963141,Norm,N,Y,1,28,022-13727604,V, ,Y,IAG,16, ,1,72, , ,N,2, ,135,181,482,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:54:32.484, ,6,x,x,O,U,U,Y,1547964666,Norm,N,Y,1,26,-, , , ,-, , , , , , ,N, , ,140,175,464,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:54:35.084,06/11/2024 12:54:34.954,6,x,x,O,U,U,Y,1547963173,Norm,N,Y,1,31,022-15422178,V, ,Y,IAG,22, ,1,72, , ,N,2, ,154,177,460,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:54:41.580,06/11/2024 12:54:41.487,6,x,x,O,U,U,Y,1547963212,Norm,N,Y,1,30,006-03400401,V, ,Y,IAG,30, ,1,72, , ,N,2, ,129,161,447,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:54:46.232,06/11/2024 12:54:46.122,6,x,x,O,U,U,Y,1547963227,Norm,N,Y,1,33,005-04087344,V, ,Y,IAG,14, ,1,72, , ,N,2, ,147,170,442,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:54:50.246,06/11/2024 12:54:49.970,6,x,x,O,U,U,Y,1547963255,Norm,N,Y,1,32,005-03728602,U, ,N,IAG,24, ,1,72, , ,N,2, ,243,205,591,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:55:00.720, ,6,x,x,O,U,U,Y,1547964828,Norm,N,Y,1,26,-, , , ,-, , , , , , ,N, , ,210,195,614,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:55:20.931,06/11/2024 12:55:20.810,6,x,x,O,U,U,Y,1547963659,Norm,N,Y,1,32,008-15788768,V,S,Y,IAG,17, ,1,72, , ,N,2, ,180,180,472,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:55:26.652,06/11/2024 12:55:26.548,6,x,x,O,U,U,Y,1547963697,Norm,N,Y,1,26,086-00367292,V, ,Y,IAG,27, ,1,72, , ,N,2, ,159,178,462,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:55:28.833,06/11/2024 12:55:28.564,6,x,x,O,U,U,Y,1547963712,Norm,N,Y,1,30,005-03354273,V, ,Y,IAG,23, ,1,266, , ,N,2, ,184,219,595,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:55:33.321,06/11/2024 12:55:33.044,6,x,x,O,U,U,Y,1547963751,Norm,N,Y,1,25,005-03279357,V, ,Y,IAG,12, ,1,72, , ,N,2, ,162,172,432,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:55:36.746,06/11/2024 12:55:36.590,6,x,x,O,U,U,Y,1547963777,Norm,N,Y,1,24,022-13227352,V, ,Y,IAG,34, ,1,72, , ,N,2, ,161,201,475,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:55:50.564,06/11/2024 12:55:50.303,6,x,x,O,U,U,Y,1547963892,Norm,N,Y,1,23,005-02800814,B, ,Y,IAG,25, ,1,72, , ,N,2, ,163,187,462,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:55:58.753,06/11/2024 12:55:58.528,6,x,x,O,U,U,Y,1547963943,Norm,N,Y,1,22,008-11086969,V, ,Y,IAG,26, ,1,72, , ,N,2, ,140,192,501,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:56:05.358,06/11/2024 12:56:05.157,6,x,x,O,U,U,Y,1547963977,Norm,N,Y,1,27,005-04424924,U, ,N,IAG,29, ,1,72, , ,N,2, ,138,177,504,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:56:08.146,06/11/2024 12:56:07.945,6,x,x,O,U,U,Y,1547963994,Norm,N,Y,1,27,008-16545175,V, ,Y,IAG,32, ,1,72, , ,N,2, ,160,170,479,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:56:09.977,06/11/2024 12:56:09.844,6,x,x,O,U,U,Y,1547964017,Norm,N,Y,1,32,022-12295158,V, ,Y,IAG,22, ,1,72, , ,N,2, ,171,191,496,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,2,06/11/2024 12:56:11.787, ,6,x,x,O,U,U,Y,1547965359,Norm,N,Y,1,13,-, , , ,-, , , , , , ,N, , ,303,268,588,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:56:12.737,06/11/2024 12:56:12.543,6,x,x,O,U,U,Y,1547964037,Norm,N,Y,1,30,008-16175601,B, ,Y,IAG,15, ,1,72, , ,N,2, ,162,175,479,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:56:14.452, ,6,x,x,O,U,U,Y,1547965351,Norm,N,Y,1,29,-, , , ,-, , , , , , ,N, , ,155,181,493,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:56:18.166,06/11/2024 12:56:17.987,6,x,x,O,U,U,Y,1547964091,Norm,N,Y,1,25,008-12007568,V, ,Y,IAG,18, ,1,72, , ,N,2, ,163,187,464,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:56:19.545,06/11/2024 12:56:19.356,6,x,x,O,U,U,Y,1547964099,Norm,N,Y,1,25,005-03025074,V, ,Y,IAG,23, ,1,72, , ,N,2, ,146,162,387,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:56:21.343, ,6,x,x,O,U,U,Y,1547965410,Norm,N,Y,1,22,-, , , ,-, , , , , , ,N, , ,247,179,588,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:56:24.024, ,6,x,x,O,U,U,Y,1547965434,Norm,N,Y,1,24,-, , , ,-, , , , , , ,N, , ,256,172,579,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:56:26.135, ,6,x,x,O,U,U,Y,1547965444,Norm,N,Y,1,22,-, , , ,-, , , , , , ,N, , ,181,195,605,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:56:27.781,06/11/2024 12:56:27.536,6,x,x,O,U,U,Y,1547964168,Norm,N,Y,1,21,022-15245079,V, ,Y,IAG,35, ,1,72, , ,N,2, ,139,188,512,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:56:30.247,06/11/2024 12:56:30.053,6,x,x,O,U,U,Y,1547964191,Norm,N,Y,1,19,036-07298715,V, ,Y,IAG,39, ,1,72, , ,N,2, ,163,205,497,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:56:38.999, ,6,x,x,O,U,U,Y,1547965600,Norm,N,Y,1,15,-, , , ,-, , , , , , ,N, , ,202,208,545,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 12:56:53.404,06/11/2024 12:56:53.241,6,x,x,O,U,U,Y,1547964384,Norm,N,Y,1,31,008-09260311,V, ,Y,IAG,21, ,1,72, , ,N,2, ,144,192,471,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
